,APINumber,WellName,CountyName,OperatorName,StateName,TotalBaseNonWaterVolume
0,37015211100000,JACOBS 2H,Bradford,"Chesapeake Operating, Inc.",Pennsylvania,368555.0
1,42357329730000,McGarraugh G et al 138#7H,Ochiltree,Apache Corporation,Texas,23520.0
2,42357329910000,HG Adams 138-2H,Ochiltree,Apache Corporation,Texas,46653.0
3,42357329990000,Jines 100 #2H,Ochiltree,Apache Corporation,Texas,58426.0
4,49005566360000,West Recluse 11-2,Campbell,The Termo Company,Wyoming,156000.0
5,37059255440000,590586,Greene,EQT Production,Pennsylvania,509502.0
6,30045311420000,Fullerton Federal 241,San Juan,XTO Energy/ExxonMobil,New Mexico,1340.0
7,42283323760000,STS 451C,La Salle,Talisman Energy USA Inc.,Texas,14583.0
8,42283323860000,STS453C,La Salle,Talisman Energy USA Inc.,Texas,19074.0
9,42283323870000,STS 452C,La Salle,Talisman Energy USA Inc.,Texas,9676.0
10,42283323880000,STS 454C,La Salle,Talisman Energy USA Inc.,Texas,13387.0
11,33053036970000,Gabriel 3-36-25H,McKenzie,"Slawson Exploration Company, Inc.",North Dakota,138656.0
12,33105022670000,Stampede 2-36-25H,Williams,"Slawson Exploration Company, Inc.",North Dakota,140099.0
13,33061018680000,Spyder 2-17H,Mountrail,"Slawson Exploration Company, Inc.",North Dakota,164987.0
14,33061018690000,Spyder 3-17H,Mountrail,"Slawson Exploration Company, Inc.",North Dakota,87552.0
15,37131201120000,EDF 1H,Wyoming,"Chesapeake Operating, Inc.",Pennsylvania,238543.0
16,33061016390000,Stallion 2-1-12H,Mountrail,"Slawson Exploration Company, Inc.",North Dakota,168501.0
17,33061017550000,Probe 1-19-30HMB,Mountrail,"Slawson Exploration Company, Inc.",North Dakota,169923.0
18,42371388170000,Leslie #12,Pecos,Griffin Petroleum Company,Texas,1834.0
19,42283327740000,Zapp A3H,La Salle,Talisman Energy USA Inc.,Texas,27632.0
20,42227368580000,Strickland 19 #1,Howard,Athlon Energy Operating LLC,Texas,64708.0
21,42295338020000,Lesa Lynette 1027-3HM,Lipscomb,"Holmes Exploration, LLC",Texas,181231.0
22,42295338040000,Weinette 'B' 1078-6HM,Lipscomb,"Holmes Exploration, LLC",Texas,174600.0
23,30025403980000,Encore M State #006,Lea,"Quantum Resources Management, LLC",New Mexico,16431.0
24,37015216000000,ROCKS 2H,Bradford,"Chesapeake Operating, Inc.",Pennsylvania,440114.0
25,42357330850000,Pope 140-3H,Ochiltree,"Holmes Exploration, LLC",Texas,75066.0
26,35129234950000,BARC TRUST 1-14H,Roger Mills,"Chesapeake Operating, Inc.",Oklahoma,92367.0
27,5123233720000,Trinity 23-7,Weld,PDC Energy,Colorado,658.0
28,42357330810000,Jack Russell 917-1HM,Ochiltree,"Holmes Exploration, LLC",Texas,65179.0
29,37083553270000,HEARTWOOD 3H,McKean,"Chesapeake Operating, Inc.",Pennsylvania,397075.0
30,5123229740000,Trinity 44-7,Weld,PDC Energy,Colorado,81033.0
31,5123229890000,Trinity 33-7,Weld,PDC Energy,Colorado,61664.0
32,42295337900000,King 1077-1HM,Lipscomb,"Holmes Exploration, LLC",Texas,50875.0
33,47033055920000,AA Post Unit 1H,Harrison,Antero Resources Corporation,West Virginia,387227.0
34,42357330910000,Harbaugh Courson 141-4H,Ochiltree,"Holmes Exploration, LLC",Texas,75946.0
35,5123208770000,State Lease 6524 21-28,Weld,PDC Energy,Colorado,3806.0
36,42371389140000,Ashlee #21,Pecos,Griffin Petroleum Company,Texas,1805.0
37,42003437000000,University Andrews 203 Revision A,Andrews,ConocoPhillips Company/Burlington Resources,Texas,7956.0
38,42357330920000,Betty Jo Graves 133-4H,Ochiltree,"Holmes Exploration, LLC",Texas,75487.0
39,35045231670000,Missy 4-2H,Ellis,"Holmes Exploration, LLC",Oklahoma,67635.0
40,5123208660000,Edwards 34-9,Weld,PDC Energy,Colorado,38694.0
41,42295337770000,Buddy 998-5HM,Lipscomb,"Holmes Exploration, LLC",Texas,72901.0
42,42295338240000,Dooney 997-1HM,Lipscomb,"Holmes Exploration, LLC",Texas,72542.0
43,5123255930000,Sekich Farms P19-22,Weld,"Noble Energy, Inc.",Colorado,25408.0
44,42357330940000,Courson 126-4H,Ochiltree,"Holmes Exploration, LLC",Texas,75059.0
45,42357331020000,Bernard Philipp 217-2H,Ochiltree,"Holmes Exploration, LLC",Texas,74964.0
46,42311346840000,Wesley Swaim A1H,McMullen,Talisman Energy USA Inc.,Texas,26779.0
47,42497374620000,O K Goode #1,Wise,"Ray Richey Managment Company, Inc.",Texas,756.0
48,5123348460000,UPRC H13-28D,Weld,"Noble Energy, Inc.",Colorado,33913.0
49,5123351200000,Guttersen State D28-18D,Weld,"Noble Energy, Inc.",Colorado,25137.0
50,35129235740000,WELTY 31-16-22 1H,Roger Mills,"Chesapeake Operating, Inc.",Oklahoma,350696.0
51,42215340560000,BTLT -B- - # 12,Hidalgo,"Sheridan Production Company, LLC",Texas,50321.0
52,42295338340000,Dan 590-1HM,Lipscomb,"Holmes Exploration, LLC",Texas,67500.0
53,5123273170000,Wells Ranch 24-22,Weld,PDC Energy,Colorado,35934.0
54,35065202590000,Sioux 22-3H,Jackson,"Holmes Exploration, LLC",Oklahoma,78611.0
55,42329380360000,Bettye Jo #3108,Midland,Summit Petroleum LLC,Texas,33953.0
56,5123199230000,National Hog Farm 17-11,Weld,PDC Energy,Colorado,16287.0
57,5123199160000,National Hog Farm 17-12,Weld,PDC Energy,Colorado,233495.0
58,42393324360000,Trammell 1H,Roberts,"Holmes Exploration, LLC",Texas,70738.0
59,5123136960000,Ogilvie 24-4SRC Airport 44-35D,Weld,Synergy Resources Corporation,Colorado,35680.0
60,5123345330000,SRC GCC 41-10D,Weld,Synergy Resources Corporation,Colorado,31226.0
61,5123345390000,SRC GCC 11-11D,Weld,Synergy Resources Corporation,Colorado,21808.0
62,5123345410000,SRC GCC 10VD,Weld,Synergy Resources Corporation,Colorado,32617.0
63,5123345450000,SRC Aims 34-10D,Weld,Synergy Resources Corporation,Colorado,23239.0
64,5123350930000,Bashor AC18-62HN,Weld,"Noble Energy, Inc.",Colorado,204299.0
65,42295338430000,Tucker 70-2H,Lipscomb,"Holmes Exploration, LLC",Texas,75520.0
66,42357331040000,Janice 99-1H,Ochiltree,"Holmes Exploration, LLC",Texas,75211.0
67,5123345380000,SRC GCC 42-10D,Weld,Synergy Resources Corporation,Colorado,53267.0
68,42003441310000,University Andrews 212,Andrews,ConocoPhillips Company/Burlington Resources,Texas,14207.0
69,5123346620000,SRC Aims 33-10D,Weld,Synergy Resources Corporation,Colorado,23656.0
70,5123350740000,Ball Ranch AC15-65HN,Weld,"Noble Energy, Inc.",Colorado,206932.0
71,5123261660000,Guttersen 33-6,Weld,PDC Energy,Colorado,55402.0
72,42295338480000,Sunset Rose 904-1HM,Lipscomb,"Holmes Exploration, LLC",Texas,68504.0
73,42135416210000,Hogan 10,Ector,ConocoPhillips Company/Burlington Resources,Texas,58092.0
74,5123261630000,Guttersen 44-6,Weld,PDC Energy,Colorado,56506.0
75,42357330990000,Sidney 123-3H,Ochiltree,"Holmes Exploration, LLC",Texas,104268.0
76,5123262710000,Guttersen 43-12,Weld,PDC Energy,Colorado,68384.0
77,42003447520000,Munger Nix A LZS #67,Andrews,SandRidge Energy,Texas,115850.0
78,42295338320000,Katherine Blau 941-2HM,Lipscomb,"Holmes Exploration, LLC",Texas,76799.0
79,42135416220000,Hogan 11,Ector,ConocoPhillips Company/Burlington Resources,Texas,18756.0
80,30025405230000,Ruby Federal 4,Lea,ConocoPhillips Company/Burlington Resources,New Mexico,7261.0
81,5123262790000,Guttersen 31-13,Weld,PDC Energy,Colorado,7086.0
82,30025405240000,Ruby Federal 5,Lea,ConocoPhillips Company/Burlington Resources,New Mexico,6575.0
83,42305304820000,GLF #1,Lynn,"Custer & Wright Operating, Inc",Texas,6272.0
84,42003438480000,Embar B-70,Andrews,ConocoPhillips Company/Burlington Resources,Texas,2851.0
85,42235344750000,Farmar 2 5,Irion,COG Operating LLC,Texas,13698.0
86,42235346690000,Sugg 6 3,Irion,COG Operating LLC,Texas,51410.0
87,42329380400000,Shelby Fayth 3710,Midland,Summit Petroleum LLC,Texas,59071.0
88,5123202800000,Seele 42-31,Weld,PDC Energy,Colorado,54566.0
89,5123354100000,Schaefer 10E-233,Weld,PDC Energy,Colorado,484189.0
90,47095020380000,Ed Arnold Unit 1H,Tyler,Antero Resources Corporation,West Virginia,249643.0
91,42173315900000,Barfield -5- 1,Glasscock,"Arkland Producing Co., Inc.",Texas,14062.0
92,5123262700000,Guttersen 12D,Weld,PDC Energy,Colorado,39.0
93,5123348550000,Grigsby PC AC30-73HN,Weld,"Noble Energy, Inc.",Colorado,126710.0
94,47033055440000,Warren Unit 1H,Harrison,Antero Resources Corporation,West Virginia,17896.0
95,5123352140000,Jones AC06-75HN,Weld,"Noble Energy, Inc.",Colorado,204761.0
96,5123213040000,Hoff 33-6,Weld,PDC Energy,Colorado,10121.0
97,42235349200000,Pfluger M 306,Irion,COG Operating LLC,Texas,10731.0
98,47095020390000,Ed Arnold Unit 2H,Tyler,Antero Resources Corporation,West Virginia,301168.0
99,42197316780000,Spanky 2-2H,Hardeman,"Holmes Exploration, LLC",Texas,94358.0
100,42295338600000,Dallas 1032-2HM,Lipscomb,"Holmes Exploration, LLC",Texas,72610.0
101,42461379560000,University NG 5021H,Upton,ConocoPhillips Company/Burlington Resources,Texas,39487.0
102,47033055450000,Warren Unit 2H,Harrison,Antero Resources Corporation,West Virginia,21986.0
103,42357330460000,Pedro 850-2HM,Ochiltree,"Holmes Exploration, LLC",Texas,76077.0
104,5123262780000,Guttersen 13C,Weld,PDC Energy,Colorado,4125.0
105,42357331170000,Shooter 916-2HM,Ochiltree,"Holmes Exploration, LLC",Texas,190723.0
106,42329380370000,Abbie Laine 3902,Midland,Summit Petroleum LLC,Texas,55431.0
108,5123118080000,Two E Ranch 1-15B,Weld,PDC Energy,Colorado,5041.0
109,30025405200000,Emerald Federal #2 Revision A,Lea,ConocoPhillips Company/Burlington Resources,New Mexico,19959.0
110,35051235860000,Jerry 1-24,Grady,"Sheridan Production Company, LLC",Oklahoma,80827.0
111,42135417200000,FRASER 37-4,Ector,ConocoPhillips Company/Burlington Resources,Texas,49861.0
112,42461380880000,Cindy B 1316,Upton,Summit Petroleum LLC,Texas,60729.0
113,42095315310000,Whitehead #83,Concho,"Willowbend Investments, Inc.",Texas,11.0
114,42235349210000,Pfluger M 307,Irion,COG Operating LLC,Texas,83634.0
115,42383378730000,University NG 6021H,Reagan,ConocoPhillips Company/Burlington Resources,Texas,52972.0
116,5123231390000,Wells Ranch 43-15,Weld,PDC Energy,Colorado,49702.0
117,5123231410000,Wells Ranch 33-15,Weld,PDC Energy,Colorado,45093.0
118,30025365830000,LIVESTOCK FEDERAL 2-9(CVX),Lea,"Chesapeake Operating, Inc.",New Mexico,19620.0
119,42357331390000,Jack Russell 917-4HM,Ochiltree,"Holmes Exploration, LLC",Texas,179081.0
120,42461382460000,Neal Ranch 46 C 16,Upton,COG Operating LLC,Texas,52829.0
121,42235345730000,Sugg 3069 2,Irion,COG Operating LLC,Texas,16384.0
122,42115335250000,DARRELL,Dawson,"Raw Oil & Gas, Inc.",Texas,1889.0
123,42235346650000,Sugg 3069 7,Irion,COG Operating LLC,Texas,19428.0
124,47033055880000,Charles Unit 1H,Harrison,Antero Resources Corporation,West Virginia,253258.0
125,47033056290000,Boring Unit 1H,Harrison,Antero Resources Corporation,West Virginia,331489.0
126,42329380440000,Scharbauer C. JR. 4216M,Midland,Chevron USA Inc.,Texas,52755.0
127,42393324540000,McGarraugh 2H,Roberts,"Holmes Exploration, LLC",Texas,76230.0
128,5123228020000,Wells Ranch 23-15,Weld,PDC Energy,Colorado,12554.0
129,42461381110000,Pegasus Field Unit 3 4910,Upton,COG Operating LLC,Texas,33556.0
130,5123229690000,Bixler 32-5,Weld,PDC Energy,Colorado,60420.0
131,47033055960000,Andrews Unit 1H,Harrison,Antero Resources Corporation,West Virginia,250209.0
132,42461382300000,Carolyn 8609R,Upton,Summit Petroleum LLC,Texas,63676.0
133,42135409060000,Clyde Cowden 228,Ector,ConocoPhillips Company/Burlington Resources,Texas,7500.0
134,42173348960000,Doralee #2,Glasscock,"Royalty Land & Dev. Co., Inc.",Texas,17500.0
135,42003408630000,JT Lindley #9,Andrews,SandRidge Energy,Texas,48048.0
136,42461381070000,Pegasus Field Unit 3 3905,Upton,COG Operating LLC,Texas,38737.6221
137,42461381340000,Hasel 25 2,Upton,COG Operating LLC,Texas,54302.0
138,47033056010000,Andrews Unit 2H,Harrison,Antero Resources Corporation,West Virginia,273574.0
139,5013065990000,Deason 4-2-36,Boulder,Encana Oil & Gas (USA) Inc.,Colorado,25124.8648
140,42371389490000,Ridge 10,Pecos,Griffin Petroleum Company,Texas,1845.0
141,42371389500000,Leslie #14,Pecos,Griffin Petroleum Company,Texas,1832.0
142,42371389510000,Ashlee #22,Pecos,Griffin Petroleum Company,Texas,1839.0
145,42383378510000,University BL 7201H,Reagan,ConocoPhillips Company/Burlington Resources,Texas,61751.0
146,33013015310000,Setterland 159-94-34C-27-1H,Burke,"Petro Hunt, L.L.C.",North Dakota,39162.0
147,5123209700000,Wells Ranch 21-24,Weld,PDC Energy,Colorado,10797.0
148,42357331430000,Herndon 'D' 489-4H,Ochiltree,"Holmes Exploration, LLC",Texas,76405.0
149,5123317000000,Echeverria 0-2-2,Weld,Encana Oil & Gas (USA) Inc.,Colorado,37297.0
150,42431333590000,Cascade F Bar C 1H,Sterling,Devon Energy Production Company L. P.,Texas,443453.399
151,5123305280000,Echeverria 4-2-2,Weld,Encana Oil & Gas (USA) Inc.,Colorado,37159.0
152,42135416690000,Newkirk 3,Ector,ConocoPhillips Company/Burlington Resources,Texas,16921.0
153,42357331340000,Daniel 137-4H,Ochiltree,"Holmes Exploration, LLC",Texas,76641.0
154,5123209660000,Wells Ranch 31-34,Weld,PDC Energy,Colorado,600.0
155,42357331300000,Daniel 137-4HM,Ochiltree,"Holmes Exploration, LLC",Texas,48740.0
156,5123231430000,Schmerge 44-4,Weld,PDC Energy,Colorado,3821.0
157,5123231440000,Schmerge 43-4,Weld,PDC Energy,Colorado,5610.0
158,5123355340000,Wells Ranch 34F-212,Weld,PDC Energy,Colorado,25158.0
161,5123355350000,Wells Ranch 34F-402,Weld,PDC Energy,Colorado,162301.0
162,42105415430000,University NG 6211H,Crockett,ConocoPhillips Company/Burlington Resources,Texas,68018.0
163,42475362320000,Graham #2,Ward,NorthStar Operating Company,Texas,19030.0
164,42173351870000,Foster 240 #1H,Glasscock,"Clayton Williams Energy, Inc.",Texas,41897.0
165,5123231450000,Schmerge 34-4,Weld,PDC Energy,Colorado,46334.0
166,42003445460000,JT Lindley-Lynne #57,Andrews,SandRidge Energy,Texas,4635.0
167,5123231460000,Schmerge 33-4,Weld,PDC Energy,Colorado,60984.0
168,42003447320000,Munger Nix C LZS #10,Andrews,SandRidge Energy,Texas,13519.0
169,5123212970000,Baker 31-5,Weld,PDC Energy,Colorado,51384.0
170,42003359320000,Lindley Remuda #12,Andrews,SandRidge Energy,Texas,48048.0
172,5123212960000,Baker 42-5,Weld,PDC Energy,Colorado,50374.0
173,42105415260000,University BL 6301H Revision A,Crockett,ConocoPhillips Company/Burlington Resources,Texas,22999.0
174,42123328240000,Big Oak A 2H,DeWitt,BHP Billiton Petroleum,Texas,167470.0
175,5123359200000,Olson 3CD,Weld,Synergy Resources Corporation,Colorado,22666.0
176,42003707490000,Mattie 2008,Andrews,COG Operating LLC,Texas,80143.461
177,5123251700000,Wiedeman 21-21U,Weld,PDC Energy,Colorado,8468.0
178,5123346170000,Peppler Farms 4-2-4,Weld,Encana Oil & Gas (USA) Inc.,Colorado,15672.0
179,42371372450000,CASCABEL,Pecos,Stephens & Johnson Operating Co.,Texas,11550.0
180,5123251650000,Wiedeman 22-21U,Weld,PDC Energy,Colorado,72681.0
181,42283330380000,Pt Unit B 1H,La Salle,Cheyenne Petroleum Company,Texas,328829.8985
182,42357331670000,Harbaugh Courson 146-4H,Ochiltree,"Holmes Exploration, LLC",Texas,77228.0
183,42313309380000,Sowell #1,Madison,"Silver Oak Energy, LLC",Texas,188775.0
184,42357331520000,Sam 938-4HM,Ochiltree,"Holmes Exploration, LLC",Texas,70739.0
185,42135416380000,CARTER 3 Revision B,Ector,ConocoPhillips Company/Burlington Resources,Texas,15045.0
186,42383374510000,University BL 7192H Revision A,Reagan,ConocoPhillips Company/Burlington Resources,Texas,77155.0
188,42235349190000,Pfluger M 305,Irion,COG Operating LLC,Texas,70056.0
189,42295338730000,Bailey 939-4HM,Lipscomb,"Holmes Exploration, LLC",Texas,76100.0
190,49009285710000,CROW UNIT 27-37-69 1H,Converse,"Chesapeake Operating, Inc.",Wyoming,378771.0
191,42135417090000,Klink 14,Ector,ConocoPhillips Company/Burlington Resources,Texas,12933.0
192,42003447610000,Munger Nix #141,Andrews,SandRidge Energy,Texas,127042.0
194,42003447690000,Billie 1811,Andrews,COG Operating LLC,Texas,117370.3097
195,5125115040000,Wingfield  25-32,Yuma,"McElvain Energy, Inc.",Colorado,19068.0
196,5125115880000,Moellenberg 33-41,Yuma,"McElvain Energy, Inc.",Colorado,29316.0
197,42367353150000,Earp Sa 9H,Parker,Devon Energy Production Company L. P.,Texas,117924.8436
198,42461382450000,Powell 36 6,Upton,COG Operating LLC,Texas,69079.0
200,42393324830000,Trammell 5H,Roberts,"Holmes Exploration, LLC",Texas,76345.0
201,42461381040000,TXL 11 3,Upton,COG Operating LLC,Texas,70882.0
202,5123342810000,Aristocrat Angus 6-0-8,Weld,Encana Oil & Gas (USA) Inc.,Colorado,25475.0
203,42123329210000,Matador Cowey Orca 1H,DeWitt,Matador Production Company,Texas,245117.0
204,42393324740000,Trammell 4H,Roberts,"Holmes Exploration, LLC",Texas,75935.0
205,42135419400000,Kinchloe 8,Ector,ConocoPhillips Company/Burlington Resources,Texas,12335.0
206,5123342820000,Aristocrat Angus 6-2-8,Weld,Encana Oil & Gas (USA) Inc.,Colorado,25147.0
207,42329379230000,TXL U 504,Midland,COG Operating LLC,Texas,57638.0
208,5123341360000,Aristocrat Angus 6-4-4,Weld,Encana Oil & Gas (USA) Inc.,Colorado,25210.0
209,5123340390000,Aristocrat Angus 2-4,Weld,Encana Oil & Gas (USA) Inc.,Colorado,25221.0
210,42023316160000,Covington 2H,Baylor,"Metano Energy III, LP",Texas,96359.2645
211,42135419420000,Kinchloe 13,Ector,ConocoPhillips Company/Burlington Resources,Texas,13943.0
212,5123360450000,Dowdy 6-4-10,Weld,Encana Oil & Gas (USA) Inc.,Colorado,37493.0
213,5123360470000,Dowdy 4-2-10,Weld,Encana Oil & Gas (USA) Inc.,Colorado,37664.0
214,5123360440000,Dowdy 8-2-10,Weld,Encana Oil & Gas (USA) Inc.,Colorado,37872.0
215,5123360460000,Dowdy 41-10,Weld,Encana Oil & Gas (USA) Inc.,Colorado,36874.0
216,42461340380000,Sylvia #1,Upton,Summit Petroleum LLC,Texas,30914.0
217,34059242240000,Detweiler 14-3H,Guernsey,PDC Energy,Ohio,134436.0
218,42357331710000,McCartor 96-2H,Ochiltree,"Holmes Exploration, LLC",Texas,72927.0
219,42485452400000,Perkins & Cullum Deep #5,Wichita,TXON Partners LLC,Texas,378.0
220,42135403970000,AB Connel C#4,Ector,"Big Star Oil & Gas, LLC",Texas,3534.0
221,42461383340000,Powell 36 8,Upton,COG Operating LLC,Texas,47029.0
222,37059258190000,591126,Greene,EQT Production,Pennsylvania,434477.0
223,42461382310000,Mcgill A 2,Upton,COG Operating LLC,Texas,50297.0
224,35083240330000,STINCHCOMB - # 1-34 H,Logan,Devon Energy Production Company L. P.,Oklahoma,132723.0
226,42461383890000,TXL 27 10,Upton,COG Operating LLC,Texas,70014.0
227,42329388970000,Davidson 22F-18,Midland,Athlon Energy Operating LLC,Texas,45363.9865513
228,33013015850000,Undhjem 14-2,Burke,Petro Harvester Operating Company LLC,North Dakota,35868.0
229,37059258170000,591124,Greene,EQT Production,Pennsylvania,353054.0
230,42227372910000,Warder #45,Howard,"Sheridan Production Company, LLC",Texas,10859.0
231,35103244310000,Jardine #1-26H,Noble,"Red Fork (USA) Investments, Inc.",Oklahoma,121689.0
232,42461383190000,Carla 4,Upton,COG Operating LLC,Texas,56002.7159
233,35071245420000,Buffalo 19-1H,Kay,"Story Oil & Gas, Inc.",Oklahoma,30709.0
234,42003457890000,Limpia 14A #10,Andrews,SandRidge Energy,Texas,7578.0
235,42003458100000,Lockhart and Brown #16,Andrews,SandRidge Energy,Texas,9481.0
236,42135419790000,Edward E-25,Ector,ConocoPhillips Company/Burlington Resources,Texas,16696.0
237,42235351960000,Mayse 3068 9,Irion,COG Operating LLC,Texas,74976.0
238,42283335720000,Zls 1H,La Salle,Matador Production Company,Texas,554432.0
239,42461383260000,Karen 5116,Upton,COG Operating LLC,Texas,59409.7623
241,35015232050000,Darla 1-28H,Caddo,Western Oil and Gas Development Corp.,Oklahoma,60709.9639
242,42235351030000,Sugg 30 SE 7,Irion,COG Operating LLC,Texas,84455.0
243,35059225960000,Freeman `6` 1H,Harper,MEWBOURNE OIL COMPANY,Oklahoma,186064.8668
244,42003445350000,Barbara 1902,Andrews,COG Operating LLC,Texas,79906.9313
245,42295336910000,Lewis 1079-2HM,Lipscomb,"Holmes Exploration, LLC",Texas,113320.0
246,42461384420000,TXL F 11,Upton,COG Operating LLC,Texas,38909.0
247,42461378900000,Schackelford 7-10,Upton,"Parsley Energy Operations, LLC",Texas,17352.69813
249,42461383900000,Powell 21 A 7,Upton,COG Operating LLC,Texas,42541.0
250,35045232790000,Satterwhite 22 1H,Ellis,MEWBOURNE OIL COMPANY,Oklahoma,84129.307
251,37059258180000,591125,Greene,EQT Production,Pennsylvania,436706.0
252,42461378880000,Schackelford 7-11,Upton,"Parsley Energy Operations, LLC",Texas,17041.91302
253,42461383490000,Pegasus Field Unit 3 4109,Upton,COG Operating LLC,Texas,37045.0
254,42481352340000,RASMUSSEN LANGE UNIT #1,Wharton,Hollimon Oil Corporation,Texas,4966.0
255,42115335500000,HAMMER,Dawson,"Raw Oil & Gas, Inc.",Texas,2117.0
256,42461383770000,TXL 43 #2,Upton,COG Operating LLC,Texas,71600.0
257,42283330800000,Briggs Ranch B2H,La Salle,Talisman Energy USA Inc.,Texas,20000.0
258,42329382230000,Parks Field Unit 2 1833,Midland,COG Operating LLC,Texas,71432.2643
259,34019222020000,SCOTT 24-12-5 5H,Carroll,"Chesapeake Operating, Inc.",Ohio,326566.0
260,34111243530000,Wolf Pen 3H,Monroe,Hall & Ross Resources,Ohio,324056.7608
261,42135419820000,Edward E-24,Ector,ConocoPhillips Company/Burlington Resources,Texas,14004.0
263,42135420700000,Sallie A2613,Ector,COG Operating LLC,Texas,56979.0
264,42283336260000,Martin Ranch A 16H,La Salle,Matador Production Company,Texas,586912.0
265,42283336340000,Martin Ranch A 15H,La Salle,Matador Production Company,Texas,582593.0
266,42429367900000,Black B-2,Stephens,Delta Oil & Gas Ltd.,Texas,92819.0
267,42461384450000,Pegasus Field Unit 3 2607,Upton,COG Operating LLC,Texas,37141.4649
268,35019257380000,QUEEN MARY - # 1 H,Carter,"GLB Exploration, Inc.",Oklahoma,197059.0
269,42371389620000,Grandest State #2602,Pecos,COG Operating LLC,Texas,15763.0
270,42235352000000,Sugg-Farmar 2 14,Irion,COG Operating LLC,Texas,52993.0
271,42235352140000,Sugg 29 W 10,Irion,COG Operating LLC,Texas,76020.0
273,42461384870000,Christine 7,Upton,COG Operating LLC,Texas,59669.0819
274,42295339160000,UNCLE BILL -154- - # 1 H,Lipscomb,Corlena Oil Company,Texas,282224.0
275,42475362950000,Barstow 38-3,Ward,"Jetta Operating Company, Inc",Texas,1421.0
277,42335007910000,Byrd Berry Unit #303,Mitchell,"Southwest Royalties, Inc.",Texas,1316.0
278,42003448780000,Billie 1809,Andrews,COG Operating LLC,Texas,99864.8492
281,42357331450000,Herndon 'B' 490-1H,Ochiltree,"Holmes Exploration, LLC",Texas,145534.0
282,42283336660000,Martin Ranch A 26H,La Salle,Matador Production Company,Texas,378055.0
283,42329382490000,Hall Florence 5,Midland,COG Operating LLC,Texas,66526.3442
286,35149216650000,DON 8-11-18 3H,Washita,"Chesapeake Operating, Inc.",Oklahoma,190613.0
287,37085246560000,Phillips 1H,Mercer,Halcon Resources Corporation,Pennsylvania,27325.0
288,42313309510000,Henson #1,Madison,"Silver Oak Energy, LLC",Texas,108545.0
289,42485453480000,D. G. Parker #48M,Wichita,TXON Partners LLC,Texas,17.0
290,37115208730000,Henninger 1H,Susquehanna,"Carrizo Oil & Gas, Inc.",Pennsylvania,336400.0
291,37115208740000,Henninger 2H,Susquehanna,"Carrizo Oil & Gas, Inc.",Pennsylvania,338697.0
292,37115208750000,Henninger 3H,Susquehanna,"Carrizo Oil & Gas, Inc.",Pennsylvania,334230.0
293,37059259320000,591131,Greene,EQT Production,Pennsylvania,210726.0
294,42329383600000,Pegasus Field Unit 3 167,Midland,COG Operating LLC,Texas,39262.4875
296,42365378930000,RHODES,Panola,Valence Operating Company,Texas,869.0
297,33053043530000,HEISER 11-2-1H,McKenzie,Thunderbird Resources LP,North Dakota,130711.0
298,42335306610000,Byrd Berry #208,Mitchell,"Southwest Royalties, Inc.",Texas,1248.0
299,42461384680000,Casey Lynn 4106,Upton,COG Operating LLC,Texas,27000.0
300,42235352020000,Sugg-Farmar 2 15,Irion,COG Operating LLC,Texas,57792.0
301,42461383830000,TXL West 35 1,Upton,COG Operating LLC,Texas,29524.0
304,35085211730000,Berry-Williams #2-7,Love,"Mid-Con Energy Operating, LLC",Oklahoma,119.0
305,42135420140000,FEE BK 1719,Ector,"Fasken Oil and Ranch, Ltd.",Texas,27027.0
306,42235352170000,Sugg 5 E 6,Irion,COG Operating LLC,Texas,75791.0
308,37059259500000,591134,Greene,EQT Production,Pennsylvania,262458.0
309,42335008490000,Byrd Berry 403,Mitchell,"Southwest Royalties, Inc.",Texas,1248.0
310,35065202680000,DEWITT - # 1-17 H,Jackson,"GLB Exploration, Inc.",Oklahoma,221639.0
311,35151237470000,RIDER 1-28-15 1H,Woods,"Chesapeake Operating, Inc.",Oklahoma,52275.0
312,42389329610000,CWEI-CHK 30-51-8#1,Reeves,"Clayton Williams Energy, Inc.",Texas,17324.0
313,42461385080000,TXL 33 7,Upton,COG Operating LLC,Texas,75736.0
314,42475331450000,GWO 1321,Ward,Whiting Petroleum,Texas,1330.0
315,42475300700000,GWO 1106,Ward,Whiting Petroleum,Texas,1474.0
316,33053043410000,LANGE 44-31-2H,McKenzie,Thunderbird Resources LP,North Dakota,131855.0
317,37019219070000,S WILLIAMS 2062 5HM,Butler,Shell Oil Company affiliate,Pennsylvania,475734.0
318,37019219280000,S WILLIAMS 2062 5 HD,Butler,Shell Oil Company affiliate,Pennsylvania,475734.0
319,37019219290000,S WILLIAMS 2062 5 HS,Butler,Shell Oil Company affiliate,Pennsylvania,475734.0
320,37019219310000,S WILLIAMS 2062 6 HM,Butler,Shell Oil Company affiliate,Pennsylvania,475734.0
321,42151329210000,Kidd Bc 1,Fisher,Gunn Oil Company,Texas,10169.9799
322,35151237900000,MACK 10-27-17 1H,Woods,"Chesapeake Operating, Inc.",Oklahoma,58837.0
323,37059259510000,591135,Greene,EQT Production,Pennsylvania,351878.0
324,33053038970000,Ravin 26-35-3H,McKenzie,Abraxas Petroleum Corporation,North Dakota,162422.0707
326,35045232710000,DW BITTMAN 19-21-24 1H,Ellis,"Chesapeake Operating, Inc.",Oklahoma,153015.0
327,42475362590000,GWO 1940,Ward,Whiting Petroleum,Texas,112.0
